"TOA5","24170","CR300","24170","CR300.Std.10.02","CPU:HIDRO_DIVOBRAS_V6.CR300","36164","DIVOBRAS_5"
"TIMESTAMP","RECORD","Chuva_Tot","Nivel","Nivel_Max","Nivel_TMx","Nivel_Min","Nivel_TMn"
"TS","RN","mm","Metros","Metros","","Metros",""
"","","Tot","Smp","Max","TMx","Min","TMn"
"2026-05-21 06:40:00",517359,0,"NAN","NAN","2026-05-21 06:40:00","NAN","2026-05-21 06:40:00"
"2026-05-21 06:45:00",517360,0,"NAN","NAN","2026-05-21 06:45:00","NAN","2026-05-21 06:45:00"
"2026-05-21 06:50:00",517361,0,"NAN","NAN","2026-05-21 06:50:00","NAN","2026-05-21 06:50:00"
"2026-05-21 06:55:00",517362,0,"NAN","NAN","2026-05-21 06:55:00","NAN","2026-05-21 06:55:00"
"2026-05-21 07:00:00",517363,0,"NAN","NAN","2026-05-21 07:00:00","NAN","2026-05-21 07:00:00"
"2026-05-21 07:05:00",517364,0,"NAN","NAN","2026-05-21 07:05:00","NAN","2026-05-21 07:05:00"
"2026-05-21 07:10:00",517365,0,"NAN","NAN","2026-05-21 07:10:00","NAN","2026-05-21 07:10:00"
"2026-05-21 07:15:00",517366,0,"NAN","NAN","2026-05-21 07:15:00","NAN","2026-05-21 07:15:00"
"2026-05-21 07:20:00",517367,0,"NAN","NAN","2026-05-21 07:20:00","NAN","2026-05-21 07:20:00"
"2026-05-21 07:25:00",517368,0,"NAN","NAN","2026-05-21 07:25:00","NAN","2026-05-21 07:25:00"
"2026-05-21 07:30:00",517369,0,"NAN","NAN","2026-05-21 07:30:00","NAN","2026-05-21 07:30:00"
"2026-05-21 07:35:00",517370,0,"NAN","NAN","2026-05-21 07:35:00","NAN","2026-05-21 07:35:00"
"2026-05-21 07:40:00",517371,0,"NAN","NAN","2026-05-21 07:40:00","NAN","2026-05-21 07:40:00"
"2026-05-21 07:45:00",517372,0,"NAN","NAN","2026-05-21 07:45:00","NAN","2026-05-21 07:45:00"
"2026-05-21 07:50:00",517373,0,"NAN","NAN","2026-05-21 07:50:00","NAN","2026-05-21 07:50:00"
"2026-05-21 07:55:00",517374,0,"NAN","NAN","2026-05-21 07:55:00","NAN","2026-05-21 07:55:00"
"2026-05-21 08:00:00",517375,0,"NAN","NAN","2026-05-21 08:00:00","NAN","2026-05-21 08:00:00"
"2026-05-21 08:05:00",517376,0,"NAN","NAN","2026-05-21 08:05:00","NAN","2026-05-21 08:05:00"
"2026-05-21 08:10:00",517377,0,"NAN","NAN","2026-05-21 08:10:00","NAN","2026-05-21 08:10:00"
"2026-05-21 08:15:00",517378,0,"NAN","NAN","2026-05-21 08:15:00","NAN","2026-05-21 08:15:00"
"2026-05-21 08:20:00",517379,0,"NAN","NAN","2026-05-21 08:20:00","NAN","2026-05-21 08:20:00"
"2026-05-21 08:25:00",517380,0,"NAN","NAN","2026-05-21 08:25:00","NAN","2026-05-21 08:25:00"
"2026-05-21 08:30:00",517381,0,"NAN","NAN","2026-05-21 08:30:00","NAN","2026-05-21 08:30:00"
"2026-05-21 08:35:00",517382,0,"NAN","NAN","2026-05-21 08:35:00","NAN","2026-05-21 08:35:00"
"2026-05-21 08:40:00",517383,0,"NAN","NAN","2026-05-21 08:40:00","NAN","2026-05-21 08:40:00"
"2026-05-21 08:45:00",517384,0,"NAN","NAN","2026-05-21 08:45:00","NAN","2026-05-21 08:45:00"
"2026-05-21 08:50:00",517385,0,"NAN","NAN","2026-05-21 08:50:00","NAN","2026-05-21 08:50:00"
"2026-05-21 08:55:00",517386,0,"NAN","NAN","2026-05-21 08:55:00","NAN","2026-05-21 08:55:00"
"2026-05-21 09:00:00",517387,0,"NAN","NAN","2026-05-21 09:00:00","NAN","2026-05-21 09:00:00"
"2026-05-21 09:05:00",517388,0,"NAN","NAN","2026-05-21 09:05:00","NAN","2026-05-21 09:05:00"
"2026-05-21 09:10:00",517389,0,"NAN","NAN","2026-05-21 09:10:00","NAN","2026-05-21 09:10:00"
"2026-05-21 09:15:00",517390,0,"NAN","NAN","2026-05-21 09:15:00","NAN","2026-05-21 09:15:00"
"2026-05-21 09:20:00",517391,0,"NAN","NAN","2026-05-21 09:20:00","NAN","2026-05-21 09:20:00"
"2026-05-21 09:25:00",517392,0,"NAN","NAN","2026-05-21 09:25:00","NAN","2026-05-21 09:25:00"
"2026-05-21 09:30:00",517393,0,"NAN","NAN","2026-05-21 09:30:00","NAN","2026-05-21 09:30:00"
"2026-05-21 09:35:00",517394,0,"NAN","NAN","2026-05-21 09:35:00","NAN","2026-05-21 09:35:00"
"2026-05-21 09:40:00",517395,0,"NAN","NAN","2026-05-21 09:40:00","NAN","2026-05-21 09:40:00"
"2026-05-21 09:45:00",517396,0,"NAN","NAN","2026-05-21 09:45:00","NAN","2026-05-21 09:45:00"
"2026-05-21 09:50:00",517397,0,"NAN","NAN","2026-05-21 09:50:00","NAN","2026-05-21 09:50:00"
"2026-05-21 09:55:00",517398,0,"NAN","NAN","2026-05-21 09:55:00","NAN","2026-05-21 09:55:00"
"2026-05-21 10:00:00",517399,0,"NAN","NAN","2026-05-21 10:00:00","NAN","2026-05-21 10:00:00"
"2026-05-21 10:05:00",517400,0,"NAN","NAN","2026-05-21 10:05:00","NAN","2026-05-21 10:05:00"
"2026-05-21 10:10:00",517401,0,"NAN","NAN","2026-05-21 10:10:00","NAN","2026-05-21 10:10:00"
"2026-05-21 10:15:00",517402,0,"NAN","NAN","2026-05-21 10:15:00","NAN","2026-05-21 10:15:00"
"2026-05-21 10:20:00",517403,0,"NAN","NAN","2026-05-21 10:20:00","NAN","2026-05-21 10:20:00"
"2026-05-21 10:25:00",517404,0,"NAN","NAN","2026-05-21 10:25:00","NAN","2026-05-21 10:25:00"
"2026-05-21 10:30:00",517405,0,"NAN","NAN","2026-05-21 10:30:00","NAN","2026-05-21 10:30:00"
"2026-05-21 10:35:00",517406,0,"NAN","NAN","2026-05-21 10:35:00","NAN","2026-05-21 10:35:00"
"2026-05-21 10:40:00",517407,0,"NAN","NAN","2026-05-21 10:40:00","NAN","2026-05-21 10:40:00"
"2026-05-21 10:45:00",517408,0,"NAN","NAN","2026-05-21 10:45:00","NAN","2026-05-21 10:45:00"
"2026-05-21 10:50:00",517409,0,"NAN","NAN","2026-05-21 10:50:00","NAN","2026-05-21 10:50:00"
"2026-05-21 10:55:00",517410,0,"NAN","NAN","2026-05-21 10:55:00","NAN","2026-05-21 10:55:00"
"2026-05-21 11:00:00",517411,0,"NAN","NAN","2026-05-21 11:00:00","NAN","2026-05-21 11:00:00"
"2026-05-21 11:05:00",517412,0,"NAN","NAN","2026-05-21 11:05:00","NAN","2026-05-21 11:05:00"
"2026-05-21 11:10:00",517413,0,"NAN","NAN","2026-05-21 11:10:00","NAN","2026-05-21 11:10:00"
"2026-05-21 11:15:00",517414,0,"NAN","NAN","2026-05-21 11:15:00","NAN","2026-05-21 11:15:00"
"2026-05-21 11:20:00",517415,0,"NAN","NAN","2026-05-21 11:20:00","NAN","2026-05-21 11:20:00"
"2026-05-21 11:25:00",517416,0,"NAN","NAN","2026-05-21 11:25:00","NAN","2026-05-21 11:25:00"
"2026-05-21 11:30:00",517417,0,"NAN","NAN","2026-05-21 11:30:00","NAN","2026-05-21 11:30:00"
"2026-05-21 11:35:00",517418,0,"NAN","NAN","2026-05-21 11:35:00","NAN","2026-05-21 11:35:00"
"2026-05-21 11:40:00",517419,0,"NAN","NAN","2026-05-21 11:40:00","NAN","2026-05-21 11:40:00"
"2026-05-21 11:45:00",517420,0,"NAN","NAN","2026-05-21 11:45:00","NAN","2026-05-21 11:45:00"
"2026-05-21 11:50:00",517421,0,"NAN","NAN","2026-05-21 11:50:00","NAN","2026-05-21 11:50:00"
"2026-05-21 11:55:00",517422,0,"NAN","NAN","2026-05-21 11:55:00","NAN","2026-05-21 11:55:00"
"2026-05-21 12:00:00",517423,0,"NAN","NAN","2026-05-21 12:00:00","NAN","2026-05-21 12:00:00"
"2026-05-21 12:05:00",517424,0,"NAN","NAN","2026-05-21 12:05:00","NAN","2026-05-21 12:05:00"
"2026-05-21 12:10:00",517425,0,"NAN","NAN","2026-05-21 12:10:00","NAN","2026-05-21 12:10:00"
"2026-05-21 12:15:00",517426,0,"NAN","NAN","2026-05-21 12:15:00","NAN","2026-05-21 12:15:00"
"2026-05-21 12:20:00",517427,0,"NAN","NAN","2026-05-21 12:20:00","NAN","2026-05-21 12:20:00"
"2026-05-21 12:25:00",517428,0,"NAN","NAN","2026-05-21 12:25:00","NAN","2026-05-21 12:25:00"
"2026-05-21 12:30:00",517429,0,"NAN","NAN","2026-05-21 12:30:00","NAN","2026-05-21 12:30:00"
"2026-05-21 12:35:00",517430,0,"NAN","NAN","2026-05-21 12:35:00","NAN","2026-05-21 12:35:00"
"2026-05-21 12:40:00",517431,0,"NAN","NAN","2026-05-21 12:40:00","NAN","2026-05-21 12:40:00"
"2026-05-21 12:45:00",517432,0,"NAN","NAN","2026-05-21 12:45:00","NAN","2026-05-21 12:45:00"
"2026-05-21 12:50:00",517433,0,"NAN","NAN","2026-05-21 12:50:00","NAN","2026-05-21 12:50:00"
"2026-05-21 12:55:00",517434,0,"NAN","NAN","2026-05-21 12:55:00","NAN","2026-05-21 12:55:00"
"2026-05-21 13:00:00",517435,0,"NAN","NAN","2026-05-21 13:00:00","NAN","2026-05-21 13:00:00"
"2026-05-21 13:05:00",517436,0,"NAN","NAN","2026-05-21 13:05:00","NAN","2026-05-21 13:05:00"
"2026-05-21 13:10:00",517437,0,"NAN","NAN","2026-05-21 13:10:00","NAN","2026-05-21 13:10:00"
"2026-05-21 13:15:00",517438,0,"NAN","NAN","2026-05-21 13:15:00","NAN","2026-05-21 13:15:00"
"2026-05-21 13:20:00",517439,0,"NAN","NAN","2026-05-21 13:20:00","NAN","2026-05-21 13:20:00"
"2026-05-21 13:25:00",517440,0,"NAN","NAN","2026-05-21 13:25:00","NAN","2026-05-21 13:25:00"
"2026-05-21 13:30:00",517441,0,"NAN","NAN","2026-05-21 13:30:00","NAN","2026-05-21 13:30:00"
"2026-05-21 13:35:00",517442,0,"NAN","NAN","2026-05-21 13:35:00","NAN","2026-05-21 13:35:00"
"2026-05-21 13:40:00",517443,0,"NAN","NAN","2026-05-21 13:40:00","NAN","2026-05-21 13:40:00"
"2026-05-21 13:45:00",517444,0,"NAN","NAN","2026-05-21 13:45:00","NAN","2026-05-21 13:45:00"
"2026-05-21 13:50:00",517445,0,"NAN","NAN","2026-05-21 13:50:00","NAN","2026-05-21 13:50:00"
"2026-05-21 13:55:00",517446,0,"NAN","NAN","2026-05-21 13:55:00","NAN","2026-05-21 13:55:00"
"2026-05-21 14:00:00",517447,0,"NAN","NAN","2026-05-21 14:00:00","NAN","2026-05-21 14:00:00"
"2026-05-21 14:05:00",517448,0,"NAN","NAN","2026-05-21 14:05:00","NAN","2026-05-21 14:05:00"
"2026-05-21 14:10:00",517449,0,"NAN","NAN","2026-05-21 14:10:00","NAN","2026-05-21 14:10:00"
"2026-05-21 14:15:00",517450,0,"NAN","NAN","2026-05-21 14:15:00","NAN","2026-05-21 14:15:00"
"2026-05-21 14:20:00",517451,0,"NAN","NAN","2026-05-21 14:20:00","NAN","2026-05-21 14:20:00"
"2026-05-21 14:25:00",517452,0,"NAN","NAN","2026-05-21 14:25:00","NAN","2026-05-21 14:25:00"
"2026-05-21 14:30:00",517453,0,"NAN","NAN","2026-05-21 14:30:00","NAN","2026-05-21 14:30:00"
"2026-05-21 14:35:00",517454,0,"NAN","NAN","2026-05-21 14:35:00","NAN","2026-05-21 14:35:00"
"2026-05-21 14:40:00",517455,0,"NAN","NAN","2026-05-21 14:40:00","NAN","2026-05-21 14:40:00"
"2026-05-21 14:45:00",517456,0,"NAN","NAN","2026-05-21 14:45:00","NAN","2026-05-21 14:45:00"
"2026-05-21 14:50:00",517457,0,"NAN","NAN","2026-05-21 14:50:00","NAN","2026-05-21 14:50:00"
"2026-05-21 14:55:00",517458,0,"NAN","NAN","2026-05-21 14:55:00","NAN","2026-05-21 14:55:00"
"2026-05-21 15:00:00",517459,0,"NAN","NAN","2026-05-21 15:00:00","NAN","2026-05-21 15:00:00"
"2026-05-21 15:05:00",517460,0,"NAN","NAN","2026-05-21 15:05:00","NAN","2026-05-21 15:05:00"
"2026-05-21 15:10:00",517461,0,"NAN","NAN","2026-05-21 15:10:00","NAN","2026-05-21 15:10:00"
"2026-05-21 15:15:00",517462,0,"NAN","NAN","2026-05-21 15:15:00","NAN","2026-05-21 15:15:00"
"2026-05-21 15:20:00",517463,0,"NAN","NAN","2026-05-21 15:20:00","NAN","2026-05-21 15:20:00"
"2026-05-21 15:25:00",517464,0,"NAN","NAN","2026-05-21 15:25:00","NAN","2026-05-21 15:25:00"
"2026-05-21 15:30:00",517465,0,"NAN","NAN","2026-05-21 15:30:00","NAN","2026-05-21 15:30:00"
"2026-05-21 15:35:00",517466,0,"NAN","NAN","2026-05-21 15:35:00","NAN","2026-05-21 15:35:00"
"2026-05-21 15:40:00",517467,0,"NAN","NAN","2026-05-21 15:40:00","NAN","2026-05-21 15:40:00"
"2026-05-21 15:45:00",517468,0,"NAN","NAN","2026-05-21 15:45:00","NAN","2026-05-21 15:45:00"
"2026-05-21 15:50:00",517469,0,"NAN","NAN","2026-05-21 15:50:00","NAN","2026-05-21 15:50:00"
"2026-05-21 15:55:00",517470,0,"NAN","NAN","2026-05-21 15:55:00","NAN","2026-05-21 15:55:00"
"2026-05-21 16:00:00",517471,0,"NAN","NAN","2026-05-21 16:00:00","NAN","2026-05-21 16:00:00"
"2026-05-21 16:05:00",517472,0,"NAN","NAN","2026-05-21 16:05:00","NAN","2026-05-21 16:05:00"
"2026-05-21 16:10:00",517473,0,"NAN","NAN","2026-05-21 16:10:00","NAN","2026-05-21 16:10:00"
"2026-05-21 16:15:00",517474,0,"NAN","NAN","2026-05-21 16:15:00","NAN","2026-05-21 16:15:00"
"2026-05-21 16:20:00",517475,0,"NAN","NAN","2026-05-21 16:20:00","NAN","2026-05-21 16:20:00"
"2026-05-21 16:25:00",517476,0,"NAN","NAN","2026-05-21 16:25:00","NAN","2026-05-21 16:25:00"
"2026-05-21 16:30:00",517477,0,"NAN","NAN","2026-05-21 16:30:00","NAN","2026-05-21 16:30:00"
"2026-05-21 16:35:00",517478,0,"NAN","NAN","2026-05-21 16:35:00","NAN","2026-05-21 16:35:00"
"2026-05-21 16:40:00",517479,0,"NAN","NAN","2026-05-21 16:40:00","NAN","2026-05-21 16:40:00"
"2026-05-21 16:45:00",517480,0,"NAN","NAN","2026-05-21 16:45:00","NAN","2026-05-21 16:45:00"
"2026-05-21 16:50:00",517481,0,"NAN","NAN","2026-05-21 16:50:00","NAN","2026-05-21 16:50:00"
"2026-05-21 16:55:00",517482,0,"NAN","NAN","2026-05-21 16:55:00","NAN","2026-05-21 16:55:00"
"2026-05-21 17:00:00",517483,0,"NAN","NAN","2026-05-21 17:00:00","NAN","2026-05-21 17:00:00"
"2026-05-21 17:05:00",517484,0,"NAN","NAN","2026-05-21 17:05:00","NAN","2026-05-21 17:05:00"
"2026-05-21 17:10:00",517485,0,"NAN","NAN","2026-05-21 17:10:00","NAN","2026-05-21 17:10:00"
"2026-05-21 17:15:00",517486,0,"NAN","NAN","2026-05-21 17:15:00","NAN","2026-05-21 17:15:00"
"2026-05-21 17:20:00",517487,0,"NAN","NAN","2026-05-21 17:20:00","NAN","2026-05-21 17:20:00"
"2026-05-21 17:25:00",517488,0,"NAN","NAN","2026-05-21 17:25:00","NAN","2026-05-21 17:25:00"
"2026-05-21 17:30:00",517489,0,"NAN","NAN","2026-05-21 17:30:00","NAN","2026-05-21 17:30:00"
"2026-05-21 17:35:00",517490,0,"NAN","NAN","2026-05-21 17:35:00","NAN","2026-05-21 17:35:00"
"2026-05-21 17:40:00",517491,0,"NAN","NAN","2026-05-21 17:40:00","NAN","2026-05-21 17:40:00"
"2026-05-21 17:45:00",517492,0,"NAN","NAN","2026-05-21 17:45:00","NAN","2026-05-21 17:45:00"
"2026-05-21 17:50:00",517493,0,"NAN","NAN","2026-05-21 17:50:00","NAN","2026-05-21 17:50:00"
"2026-05-21 17:55:00",517494,0,"NAN","NAN","2026-05-21 17:55:00","NAN","2026-05-21 17:55:00"
"2026-05-21 18:00:00",517495,0,"NAN","NAN","2026-05-21 18:00:00","NAN","2026-05-21 18:00:00"
"2026-05-21 18:05:00",517496,0,"NAN","NAN","2026-05-21 18:05:00","NAN","2026-05-21 18:05:00"
"2026-05-21 18:10:00",517497,0,"NAN","NAN","2026-05-21 18:10:00","NAN","2026-05-21 18:10:00"
"2026-05-21 18:15:00",517498,0,"NAN","NAN","2026-05-21 18:15:00","NAN","2026-05-21 18:15:00"
"2026-05-21 18:20:00",517499,0,"NAN","NAN","2026-05-21 18:20:00","NAN","2026-05-21 18:20:00"
"2026-05-21 18:25:00",517500,0,"NAN","NAN","2026-05-21 18:25:00","NAN","2026-05-21 18:25:00"
"2026-05-21 18:30:00",517501,0,"NAN","NAN","2026-05-21 18:30:00","NAN","2026-05-21 18:30:00"
"2026-05-21 18:35:00",517502,0,"NAN","NAN","2026-05-21 18:35:00","NAN","2026-05-21 18:35:00"
"2026-05-21 18:40:00",517503,0,"NAN","NAN","2026-05-21 18:40:00","NAN","2026-05-21 18:40:00"
"2026-05-21 18:45:00",517504,0,"NAN","NAN","2026-05-21 18:45:00","NAN","2026-05-21 18:45:00"
"2026-05-21 18:50:00",517505,0,"NAN","NAN","2026-05-21 18:50:00","NAN","2026-05-21 18:50:00"
"2026-05-21 18:55:00",517506,0,"NAN","NAN","2026-05-21 18:55:00","NAN","2026-05-21 18:55:00"
"2026-05-21 19:00:00",517507,0,"NAN","NAN","2026-05-21 19:00:00","NAN","2026-05-21 19:00:00"
"2026-05-21 19:05:00",517508,0,"NAN","NAN","2026-05-21 19:05:00","NAN","2026-05-21 19:05:00"
"2026-05-21 19:10:00",517509,0,"NAN","NAN","2026-05-21 19:10:00","NAN","2026-05-21 19:10:00"
"2026-05-21 19:15:00",517510,0,"NAN","NAN","2026-05-21 19:15:00","NAN","2026-05-21 19:15:00"
"2026-05-21 19:20:00",517511,0,"NAN","NAN","2026-05-21 19:20:00","NAN","2026-05-21 19:20:00"
"2026-05-21 19:25:00",517512,0,"NAN","NAN","2026-05-21 19:25:00","NAN","2026-05-21 19:25:00"
"2026-05-21 19:30:00",517513,0,"NAN","NAN","2026-05-21 19:30:00","NAN","2026-05-21 19:30:00"
"2026-05-21 19:35:00",517514,0,"NAN","NAN","2026-05-21 19:35:00","NAN","2026-05-21 19:35:00"
"2026-05-21 19:40:00",517515,0,"NAN","NAN","2026-05-21 19:40:00","NAN","2026-05-21 19:40:00"
"2026-05-21 19:45:00",517516,0,"NAN","NAN","2026-05-21 19:45:00","NAN","2026-05-21 19:45:00"
"2026-05-21 19:50:00",517517,0,"NAN","NAN","2026-05-21 19:50:00","NAN","2026-05-21 19:50:00"
"2026-05-21 19:55:00",517518,0,"NAN","NAN","2026-05-21 19:55:00","NAN","2026-05-21 19:55:00"
"2026-05-21 20:00:00",517519,0,"NAN","NAN","2026-05-21 20:00:00","NAN","2026-05-21 20:00:00"
"2026-05-21 20:05:00",517520,0,"NAN","NAN","2026-05-21 20:05:00","NAN","2026-05-21 20:05:00"
"2026-05-21 20:10:00",517521,0,"NAN","NAN","2026-05-21 20:10:00","NAN","2026-05-21 20:10:00"
"2026-05-21 20:15:00",517522,0,"NAN","NAN","2026-05-21 20:15:00","NAN","2026-05-21 20:15:00"
"2026-05-21 20:20:00",517523,0,"NAN","NAN","2026-05-21 20:20:00","NAN","2026-05-21 20:20:00"
"2026-05-21 20:25:00",517524,0,"NAN","NAN","2026-05-21 20:25:00","NAN","2026-05-21 20:25:00"
"2026-05-21 20:30:00",517525,0,"NAN","NAN","2026-05-21 20:30:00","NAN","2026-05-21 20:30:00"
"2026-05-21 20:35:00",517526,0,"NAN","NAN","2026-05-21 20:35:00","NAN","2026-05-21 20:35:00"
"2026-05-21 20:40:00",517527,0,"NAN","NAN","2026-05-21 20:40:00","NAN","2026-05-21 20:40:00"
"2026-05-21 20:45:00",517528,0,"NAN","NAN","2026-05-21 20:45:00","NAN","2026-05-21 20:45:00"
"2026-05-21 20:50:00",517529,0,"NAN","NAN","2026-05-21 20:50:00","NAN","2026-05-21 20:50:00"
"2026-05-21 20:55:00",517530,0,"NAN","NAN","2026-05-21 20:55:00","NAN","2026-05-21 20:55:00"
"2026-05-21 21:00:00",517531,0,"NAN","NAN","2026-05-21 21:00:00","NAN","2026-05-21 21:00:00"
"2026-05-21 21:05:00",517532,0,"NAN","NAN","2026-05-21 21:05:00","NAN","2026-05-21 21:05:00"
"2026-05-21 21:10:00",517533,0,"NAN","NAN","2026-05-21 21:10:00","NAN","2026-05-21 21:10:00"
"2026-05-21 21:15:00",517534,0,"NAN","NAN","2026-05-21 21:15:00","NAN","2026-05-21 21:15:00"
"2026-05-21 21:20:00",517535,0,"NAN","NAN","2026-05-21 21:20:00","NAN","2026-05-21 21:20:00"
"2026-05-21 21:25:00",517536,0,"NAN","NAN","2026-05-21 21:25:00","NAN","2026-05-21 21:25:00"
"2026-05-21 21:30:00",517537,0,"NAN","NAN","2026-05-21 21:30:00","NAN","2026-05-21 21:30:00"
"2026-05-21 21:35:00",517538,0,"NAN","NAN","2026-05-21 21:35:00","NAN","2026-05-21 21:35:00"
"2026-05-21 21:40:00",517539,0,"NAN","NAN","2026-05-21 21:40:00","NAN","2026-05-21 21:40:00"
"2026-05-21 21:45:00",517540,0,"NAN","NAN","2026-05-21 21:45:00","NAN","2026-05-21 21:45:00"
"2026-05-21 21:50:00",517541,0,"NAN","NAN","2026-05-21 21:50:00","NAN","2026-05-21 21:50:00"
"2026-05-21 21:55:00",517542,0,"NAN","NAN","2026-05-21 21:55:00","NAN","2026-05-21 21:55:00"
"2026-05-21 22:00:00",517543,0,"NAN","NAN","2026-05-21 22:00:00","NAN","2026-05-21 22:00:00"
"2026-05-21 22:05:00",517544,0,"NAN","NAN","2026-05-21 22:05:00","NAN","2026-05-21 22:05:00"
"2026-05-21 22:10:00",517545,0,"NAN","NAN","2026-05-21 22:10:00","NAN","2026-05-21 22:10:00"
"2026-05-21 22:15:00",517546,0,"NAN","NAN","2026-05-21 22:15:00","NAN","2026-05-21 22:15:00"
"2026-05-21 22:20:00",517547,0,"NAN","NAN","2026-05-21 22:20:00","NAN","2026-05-21 22:20:00"
"2026-05-21 22:25:00",517548,0,"NAN","NAN","2026-05-21 22:25:00","NAN","2026-05-21 22:25:00"
"2026-05-21 22:30:00",517549,0,"NAN","NAN","2026-05-21 22:30:00","NAN","2026-05-21 22:30:00"
"2026-05-21 22:35:00",517550,0,"NAN","NAN","2026-05-21 22:35:00","NAN","2026-05-21 22:35:00"
"2026-05-21 22:40:00",517551,0,"NAN","NAN","2026-05-21 22:40:00","NAN","2026-05-21 22:40:00"
"2026-05-21 22:45:00",517552,0,"NAN","NAN","2026-05-21 22:45:00","NAN","2026-05-21 22:45:00"
"2026-05-21 22:50:00",517553,0,"NAN","NAN","2026-05-21 22:50:00","NAN","2026-05-21 22:50:00"
"2026-05-21 22:55:00",517554,0,"NAN","NAN","2026-05-21 22:55:00","NAN","2026-05-21 22:55:00"
"2026-05-21 23:00:00",517555,0,"NAN","NAN","2026-05-21 23:00:00","NAN","2026-05-21 23:00:00"
"2026-05-21 23:05:00",517556,0,"NAN","NAN","2026-05-21 23:05:00","NAN","2026-05-21 23:05:00"
"2026-05-21 23:10:00",517557,0,"NAN","NAN","2026-05-21 23:10:00","NAN","2026-05-21 23:10:00"
"2026-05-21 23:15:00",517558,0,"NAN","NAN","2026-05-21 23:15:00","NAN","2026-05-21 23:15:00"
"2026-05-21 23:20:00",517559,0,"NAN","NAN","2026-05-21 23:20:00","NAN","2026-05-21 23:20:00"
"2026-05-21 23:25:00",517560,0,"NAN","NAN","2026-05-21 23:25:00","NAN","2026-05-21 23:25:00"
"2026-05-21 23:30:00",517561,0,"NAN","NAN","2026-05-21 23:30:00","NAN","2026-05-21 23:30:00"
"2026-05-21 23:35:00",517562,0,"NAN","NAN","2026-05-21 23:35:00","NAN","2026-05-21 23:35:00"
"2026-05-21 23:40:00",517563,0,"NAN","NAN","2026-05-21 23:40:00","NAN","2026-05-21 23:40:00"
"2026-05-21 23:45:00",517564,0,"NAN","NAN","2026-05-21 23:45:00","NAN","2026-05-21 23:45:00"
"2026-05-21 23:50:00",517565,0,"NAN","NAN","2026-05-21 23:50:00","NAN","2026-05-21 23:50:00"
"2026-05-21 23:55:00",517566,0,"NAN","NAN","2026-05-21 23:55:00","NAN","2026-05-21 23:55:00"
"2026-05-22 00:00:00",517567,0,"NAN","NAN","2026-05-22 00:00:00","NAN","2026-05-22 00:00:00"
"2026-05-22 00:05:00",517568,0,"NAN","NAN","2026-05-22 00:05:00","NAN","2026-05-22 00:05:00"
"2026-05-22 00:10:00",517569,0,"NAN","NAN","2026-05-22 00:10:00","NAN","2026-05-22 00:10:00"
"2026-05-22 00:15:00",517570,0,"NAN","NAN","2026-05-22 00:15:00","NAN","2026-05-22 00:15:00"
"2026-05-22 00:20:00",517571,0,"NAN","NAN","2026-05-22 00:20:00","NAN","2026-05-22 00:20:00"
"2026-05-22 00:25:00",517572,0,"NAN","NAN","2026-05-22 00:25:00","NAN","2026-05-22 00:25:00"
"2026-05-22 00:30:00",517573,0,"NAN","NAN","2026-05-22 00:30:00","NAN","2026-05-22 00:30:00"
"2026-05-22 00:35:00",517574,0,"NAN","NAN","2026-05-22 00:35:00","NAN","2026-05-22 00:35:00"
"2026-05-22 00:40:00",517575,0,"NAN","NAN","2026-05-22 00:40:00","NAN","2026-05-22 00:40:00"
"2026-05-22 00:45:00",517576,0,"NAN","NAN","2026-05-22 00:45:00","NAN","2026-05-22 00:45:00"
"2026-05-22 00:50:00",517577,0,"NAN","NAN","2026-05-22 00:50:00","NAN","2026-05-22 00:50:00"
"2026-05-22 00:55:00",517578,0,"NAN","NAN","2026-05-22 00:55:00","NAN","2026-05-22 00:55:00"
"2026-05-22 01:00:00",517579,0,"NAN","NAN","2026-05-22 01:00:00","NAN","2026-05-22 01:00:00"
"2026-05-22 01:05:00",517580,0,"NAN","NAN","2026-05-22 01:05:00","NAN","2026-05-22 01:05:00"
"2026-05-22 01:10:00",517581,0,"NAN","NAN","2026-05-22 01:10:00","NAN","2026-05-22 01:10:00"
"2026-05-22 01:15:00",517582,0,"NAN","NAN","2026-05-22 01:15:00","NAN","2026-05-22 01:15:00"
"2026-05-22 01:20:00",517583,0,"NAN","NAN","2026-05-22 01:20:00","NAN","2026-05-22 01:20:00"
"2026-05-22 01:25:00",517584,0,"NAN","NAN","2026-05-22 01:25:00","NAN","2026-05-22 01:25:00"
"2026-05-22 01:30:00",517585,0,"NAN","NAN","2026-05-22 01:30:00","NAN","2026-05-22 01:30:00"
"2026-05-22 01:35:00",517586,0,"NAN","NAN","2026-05-22 01:35:00","NAN","2026-05-22 01:35:00"
"2026-05-22 01:40:00",517587,0,"NAN","NAN","2026-05-22 01:40:00","NAN","2026-05-22 01:40:00"
"2026-05-22 01:45:00",517588,0,"NAN","NAN","2026-05-22 01:45:00","NAN","2026-05-22 01:45:00"
"2026-05-22 01:50:00",517589,0,"NAN","NAN","2026-05-22 01:50:00","NAN","2026-05-22 01:50:00"
"2026-05-22 01:55:00",517590,0,"NAN","NAN","2026-05-22 01:55:00","NAN","2026-05-22 01:55:00"
"2026-05-22 02:00:00",517591,0,"NAN","NAN","2026-05-22 02:00:00","NAN","2026-05-22 02:00:00"
"2026-05-22 02:05:00",517592,0,"NAN","NAN","2026-05-22 02:05:00","NAN","2026-05-22 02:05:00"
