"TOA5","paraiso","CR3000","4743","CR3000.Std.32.05","CPU:HIDRO_JARDIM_PARAISO_V6.CR3","28767","J_PARAISO_5"
"TIMESTAMP","RECORD","Chuva_Tot","Nivel","Nivel_Max","Nivel_TMx","Nivel_Min","Nivel_TMn"
"TS","RN","mm","Metros","Metros","","Metros",""
"","","Tot","Smp","Max","TMx","Min","TMn"
"2026-07-08 07:50:00",557056,0,"NAN","NAN","2026-07-08 07:50:00","NAN","2026-07-08 07:50:00"
"2026-07-08 07:55:00",557057,0,"NAN","NAN","2026-07-08 07:55:00","NAN","2026-07-08 07:55:00"
"2026-07-08 08:00:00",557058,0,"NAN","NAN","2026-07-08 08:00:00","NAN","2026-07-08 08:00:00"
"2026-07-08 08:05:00",557059,0,"NAN","NAN","2026-07-08 08:05:00","NAN","2026-07-08 08:05:00"
"2026-07-08 08:10:00",557060,0,"NAN","NAN","2026-07-08 08:10:00","NAN","2026-07-08 08:10:00"
"2026-07-08 08:15:00",557061,0,"NAN","NAN","2026-07-08 08:15:00","NAN","2026-07-08 08:15:00"
"2026-07-08 08:20:00",557062,0,"NAN","NAN","2026-07-08 08:20:00","NAN","2026-07-08 08:20:00"
"2026-07-08 08:25:00",557063,0,"NAN","NAN","2026-07-08 08:25:00","NAN","2026-07-08 08:25:00"
"2026-07-08 08:30:00",557064,0,"NAN","NAN","2026-07-08 08:30:00","NAN","2026-07-08 08:30:00"
"2026-07-08 08:35:00",557065,0,"NAN","NAN","2026-07-08 08:35:00","NAN","2026-07-08 08:35:00"
"2026-07-08 08:40:00",557066,0,"NAN","NAN","2026-07-08 08:40:00","NAN","2026-07-08 08:40:00"
"2026-07-08 08:45:00",557067,0,"NAN","NAN","2026-07-08 08:45:00","NAN","2026-07-08 08:45:00"
"2026-07-08 08:50:00",557068,0,"NAN","NAN","2026-07-08 08:50:00","NAN","2026-07-08 08:50:00"
"2026-07-08 08:55:00",557069,0,"NAN","NAN","2026-07-08 08:55:00","NAN","2026-07-08 08:55:00"
"2026-07-08 09:00:00",557070,0,"NAN","NAN","2026-07-08 09:00:00","NAN","2026-07-08 09:00:00"
"2026-07-08 09:05:00",557071,0,"NAN","NAN","2026-07-08 09:05:00","NAN","2026-07-08 09:05:00"
"2026-07-08 09:10:00",557072,0,"NAN","NAN","2026-07-08 09:10:00","NAN","2026-07-08 09:10:00"
"2026-07-08 09:15:00",557073,0,"NAN","NAN","2026-07-08 09:15:00","NAN","2026-07-08 09:15:00"
"2026-07-08 09:20:00",557074,0,"NAN","NAN","2026-07-08 09:20:00","NAN","2026-07-08 09:20:00"
"2026-07-08 09:25:00",557075,0,"NAN","NAN","2026-07-08 09:25:00","NAN","2026-07-08 09:25:00"
"2026-07-08 09:30:00",557076,0,"NAN","NAN","2026-07-08 09:30:00","NAN","2026-07-08 09:30:00"
"2026-07-08 09:35:00",557077,0,"NAN","NAN","2026-07-08 09:35:00","NAN","2026-07-08 09:35:00"
"2026-07-08 09:40:00",557078,0,"NAN","NAN","2026-07-08 09:40:00","NAN","2026-07-08 09:40:00"
"2026-07-08 09:45:00",557079,0,"NAN","NAN","2026-07-08 09:45:00","NAN","2026-07-08 09:45:00"
"2026-07-08 09:50:00",557080,0,"NAN","NAN","2026-07-08 09:50:00","NAN","2026-07-08 09:50:00"
"2026-07-08 09:55:00",557081,0,"NAN","NAN","2026-07-08 09:55:00","NAN","2026-07-08 09:55:00"
"2026-07-08 10:00:00",557082,0,"NAN","NAN","2026-07-08 10:00:00","NAN","2026-07-08 10:00:00"
"2026-07-08 10:05:00",557083,0,"NAN","NAN","2026-07-08 10:05:00","NAN","2026-07-08 10:05:00"
"2026-07-08 10:10:00",557084,0,"NAN","NAN","2026-07-08 10:10:00","NAN","2026-07-08 10:10:00"
"2026-07-08 10:15:00",557085,0,"NAN","NAN","2026-07-08 10:15:00","NAN","2026-07-08 10:15:00"
"2026-07-08 10:20:00",557086,0,"NAN","NAN","2026-07-08 10:20:00","NAN","2026-07-08 10:20:00"
"2026-07-08 10:25:00",557087,0,"NAN","NAN","2026-07-08 10:25:00","NAN","2026-07-08 10:25:00"
"2026-07-08 10:30:00",557088,0,"NAN","NAN","2026-07-08 10:30:00","NAN","2026-07-08 10:30:00"
"2026-07-08 10:35:00",557089,0,"NAN","NAN","2026-07-08 10:35:00","NAN","2026-07-08 10:35:00"
"2026-07-08 10:40:00",557090,0,"NAN","NAN","2026-07-08 10:40:00","NAN","2026-07-08 10:40:00"
"2026-07-08 10:45:00",557091,0,"NAN","NAN","2026-07-08 10:45:00","NAN","2026-07-08 10:45:00"
"2026-07-08 10:50:00",557092,0,"NAN","NAN","2026-07-08 10:50:00","NAN","2026-07-08 10:50:00"
"2026-07-08 10:55:00",557093,0,"NAN","NAN","2026-07-08 10:55:00","NAN","2026-07-08 10:55:00"
"2026-07-08 11:00:00",557094,0,"NAN","NAN","2026-07-08 11:00:00","NAN","2026-07-08 11:00:00"
"2026-07-08 11:05:00",557095,0,"NAN","NAN","2026-07-08 11:05:00","NAN","2026-07-08 11:05:00"
"2026-07-08 11:10:00",557096,0,"NAN","NAN","2026-07-08 11:10:00","NAN","2026-07-08 11:10:00"
"2026-07-08 11:15:00",557097,0,"NAN","NAN","2026-07-08 11:15:00","NAN","2026-07-08 11:15:00"
"2026-07-08 11:20:00",557098,0,"NAN","NAN","2026-07-08 11:20:00","NAN","2026-07-08 11:20:00"
"2026-07-08 11:25:00",557099,0,"NAN","NAN","2026-07-08 11:25:00","NAN","2026-07-08 11:25:00"
"2026-07-08 11:30:00",557100,0,"NAN","NAN","2026-07-08 11:30:00","NAN","2026-07-08 11:30:00"
"2026-07-08 11:35:00",557101,0,"NAN","NAN","2026-07-08 11:35:00","NAN","2026-07-08 11:35:00"
"2026-07-08 11:40:00",557102,0,"NAN","NAN","2026-07-08 11:40:00","NAN","2026-07-08 11:40:00"
"2026-07-08 11:45:00",557103,0,"NAN","NAN","2026-07-08 11:45:00","NAN","2026-07-08 11:45:00"
"2026-07-08 11:50:00",557104,0,"NAN","NAN","2026-07-08 11:50:00","NAN","2026-07-08 11:50:00"
"2026-07-08 11:55:00",557105,0,"NAN","NAN","2026-07-08 11:55:00","NAN","2026-07-08 11:55:00"
"2026-07-08 12:00:00",557106,0,"NAN","NAN","2026-07-08 12:00:00","NAN","2026-07-08 12:00:00"
"2026-07-08 12:05:00",557107,0,"NAN","NAN","2026-07-08 12:05:00","NAN","2026-07-08 12:05:00"
"2026-07-08 12:10:00",557108,0,"NAN","NAN","2026-07-08 12:10:00","NAN","2026-07-08 12:10:00"
"2026-07-08 12:15:00",557109,0,"NAN","NAN","2026-07-08 12:15:00","NAN","2026-07-08 12:15:00"
"2026-07-08 12:20:00",557110,0,"NAN","NAN","2026-07-08 12:20:00","NAN","2026-07-08 12:20:00"
"2026-07-08 12:25:00",557111,0,"NAN","NAN","2026-07-08 12:25:00","NAN","2026-07-08 12:25:00"
"2026-07-08 12:30:00",557112,0,"NAN","NAN","2026-07-08 12:30:00","NAN","2026-07-08 12:30:00"
"2026-07-08 12:35:00",557113,0,"NAN","NAN","2026-07-08 12:35:00","NAN","2026-07-08 12:35:00"
"2026-07-08 12:40:00",557114,0,"NAN","NAN","2026-07-08 12:40:00","NAN","2026-07-08 12:40:00"
"2026-07-08 12:45:00",557115,0,"NAN","NAN","2026-07-08 12:45:00","NAN","2026-07-08 12:45:00"
"2026-07-08 12:50:00",557116,0,"NAN","NAN","2026-07-08 12:50:00","NAN","2026-07-08 12:50:00"
"2026-07-08 12:55:00",557117,0,"NAN","NAN","2026-07-08 12:55:00","NAN","2026-07-08 12:55:00"
"2026-07-08 13:00:00",557118,0,"NAN","NAN","2026-07-08 13:00:00","NAN","2026-07-08 13:00:00"
"2026-07-08 13:05:00",557119,0,"NAN","NAN","2026-07-08 13:05:00","NAN","2026-07-08 13:05:00"
"2026-07-08 13:10:00",557120,0,"NAN","NAN","2026-07-08 13:10:00","NAN","2026-07-08 13:10:00"
"2026-07-08 13:15:00",557121,0,"NAN","NAN","2026-07-08 13:15:00","NAN","2026-07-08 13:15:00"
"2026-07-08 13:20:00",557122,0,"NAN","NAN","2026-07-08 13:20:00","NAN","2026-07-08 13:20:00"
"2026-07-08 13:25:00",557123,0,"NAN","NAN","2026-07-08 13:25:00","NAN","2026-07-08 13:25:00"
"2026-07-08 13:30:00",557124,0,"NAN","NAN","2026-07-08 13:30:00","NAN","2026-07-08 13:30:00"
"2026-07-08 13:35:00",557125,0,"NAN","NAN","2026-07-08 13:35:00","NAN","2026-07-08 13:35:00"
"2026-07-08 13:40:00",557126,0,"NAN","NAN","2026-07-08 13:40:00","NAN","2026-07-08 13:40:00"
"2026-07-08 13:45:00",557127,0,"NAN","NAN","2026-07-08 13:45:00","NAN","2026-07-08 13:45:00"
"2026-07-08 13:50:00",557128,0,"NAN","NAN","2026-07-08 13:50:00","NAN","2026-07-08 13:50:00"
"2026-07-08 13:55:00",557129,0,"NAN","NAN","2026-07-08 13:55:00","NAN","2026-07-08 13:55:00"
"2026-07-08 14:00:00",557130,0,"NAN","NAN","2026-07-08 14:00:00","NAN","2026-07-08 14:00:00"
"2026-07-08 14:05:00",557131,0,"NAN","NAN","2026-07-08 14:05:00","NAN","2026-07-08 14:05:00"
"2026-07-08 14:10:00",557132,0,"NAN","NAN","2026-07-08 14:10:00","NAN","2026-07-08 14:10:00"
"2026-07-08 14:15:00",557133,0,"NAN","NAN","2026-07-08 14:15:00","NAN","2026-07-08 14:15:00"
"2026-07-08 14:20:00",557134,0,"NAN","NAN","2026-07-08 14:20:00","NAN","2026-07-08 14:20:00"
"2026-07-08 14:25:00",557135,0,"NAN","NAN","2026-07-08 14:25:00","NAN","2026-07-08 14:25:00"
"2026-07-08 14:30:00",557136,0,"NAN","NAN","2026-07-08 14:30:00","NAN","2026-07-08 14:30:00"
"2026-07-08 14:35:00",557137,0,"NAN","NAN","2026-07-08 14:35:00","NAN","2026-07-08 14:35:00"
"2026-07-08 14:40:00",557138,0,"NAN","NAN","2026-07-08 14:40:00","NAN","2026-07-08 14:40:00"
"2026-07-08 14:45:00",557139,0,"NAN","NAN","2026-07-08 14:45:00","NAN","2026-07-08 14:45:00"
"2026-07-08 14:50:00",557140,0,"NAN","NAN","2026-07-08 14:50:00","NAN","2026-07-08 14:50:00"
"2026-07-08 14:55:00",557141,0,"NAN","NAN","2026-07-08 14:55:00","NAN","2026-07-08 14:55:00"
"2026-07-08 15:00:00",557142,0,"NAN","NAN","2026-07-08 15:00:00","NAN","2026-07-08 15:00:00"
"2026-07-08 15:05:00",557143,0,"NAN","NAN","2026-07-08 15:05:00","NAN","2026-07-08 15:05:00"
"2026-07-08 15:10:00",557144,0,"NAN","NAN","2026-07-08 15:10:00","NAN","2026-07-08 15:10:00"
"2026-07-08 15:15:00",557145,0,"NAN","NAN","2026-07-08 15:15:00","NAN","2026-07-08 15:15:00"
"2026-07-08 15:20:00",557146,0,"NAN","NAN","2026-07-08 15:20:00","NAN","2026-07-08 15:20:00"
"2026-07-08 15:25:00",557147,0,"NAN","NAN","2026-07-08 15:25:00","NAN","2026-07-08 15:25:00"
"2026-07-08 15:30:00",557148,0,"NAN","NAN","2026-07-08 15:30:00","NAN","2026-07-08 15:30:00"
"2026-07-08 15:35:00",557149,0,"NAN","NAN","2026-07-08 15:35:00","NAN","2026-07-08 15:35:00"
"2026-07-08 15:40:00",557150,0,"NAN","NAN","2026-07-08 15:40:00","NAN","2026-07-08 15:40:00"
"2026-07-08 15:45:00",557151,0,"NAN","NAN","2026-07-08 15:45:00","NAN","2026-07-08 15:45:00"
"2026-07-08 15:50:00",557152,0,"NAN","NAN","2026-07-08 15:50:00","NAN","2026-07-08 15:50:00"
"2026-07-08 15:55:00",557153,0,"NAN","NAN","2026-07-08 15:55:00","NAN","2026-07-08 15:55:00"
"2026-07-08 16:00:00",557154,0,"NAN","NAN","2026-07-08 16:00:00","NAN","2026-07-08 16:00:00"
"2026-07-08 16:05:00",557155,0,"NAN","NAN","2026-07-08 16:05:00","NAN","2026-07-08 16:05:00"
"2026-07-08 16:10:00",557156,0,"NAN","NAN","2026-07-08 16:10:00","NAN","2026-07-08 16:10:00"
"2026-07-08 16:15:00",557157,0,"NAN","NAN","2026-07-08 16:15:00","NAN","2026-07-08 16:15:00"
"2026-07-08 16:20:00",557158,0,"NAN","NAN","2026-07-08 16:20:00","NAN","2026-07-08 16:20:00"
"2026-07-08 16:25:00",557159,0,"NAN","NAN","2026-07-08 16:25:00","NAN","2026-07-08 16:25:00"
"2026-07-08 16:30:00",557160,0,"NAN","NAN","2026-07-08 16:30:00","NAN","2026-07-08 16:30:00"
"2026-07-08 16:35:00",557161,0,"NAN","NAN","2026-07-08 16:35:00","NAN","2026-07-08 16:35:00"
"2026-07-08 16:40:00",557162,0,"NAN","NAN","2026-07-08 16:40:00","NAN","2026-07-08 16:40:00"
"2026-07-08 16:45:00",557163,0,"NAN","NAN","2026-07-08 16:45:00","NAN","2026-07-08 16:45:00"
"2026-07-08 16:50:00",557164,0,"NAN","NAN","2026-07-08 16:50:00","NAN","2026-07-08 16:50:00"
"2026-07-08 16:55:00",557165,0,"NAN","NAN","2026-07-08 16:55:00","NAN","2026-07-08 16:55:00"
"2026-07-08 17:00:00",557166,0,"NAN","NAN","2026-07-08 17:00:00","NAN","2026-07-08 17:00:00"
"2026-07-08 17:05:00",557167,0,"NAN","NAN","2026-07-08 17:05:00","NAN","2026-07-08 17:05:00"
"2026-07-08 17:10:00",557168,0,"NAN","NAN","2026-07-08 17:10:00","NAN","2026-07-08 17:10:00"
"2026-07-08 17:15:00",557169,0,"NAN","NAN","2026-07-08 17:15:00","NAN","2026-07-08 17:15:00"
"2026-07-08 17:20:00",557170,0,"NAN","NAN","2026-07-08 17:20:00","NAN","2026-07-08 17:20:00"
"2026-07-08 17:25:00",557171,0,"NAN","NAN","2026-07-08 17:25:00","NAN","2026-07-08 17:25:00"
"2026-07-08 17:30:00",557172,0,"NAN","NAN","2026-07-08 17:30:00","NAN","2026-07-08 17:30:00"
"2026-07-08 17:35:00",557173,0,"NAN","NAN","2026-07-08 17:35:00","NAN","2026-07-08 17:35:00"
"2026-07-08 17:40:00",557174,0,"NAN","NAN","2026-07-08 17:40:00","NAN","2026-07-08 17:40:00"
"2026-07-08 17:45:00",557175,0,"NAN","NAN","2026-07-08 17:45:00","NAN","2026-07-08 17:45:00"
"2026-07-08 17:50:00",557176,0,"NAN","NAN","2026-07-08 17:50:00","NAN","2026-07-08 17:50:00"
"2026-07-08 17:55:00",557177,0,"NAN","NAN","2026-07-08 17:55:00","NAN","2026-07-08 17:55:00"
"2026-07-08 18:00:00",557178,0,"NAN","NAN","2026-07-08 18:00:00","NAN","2026-07-08 18:00:00"
"2026-07-08 18:05:00",557179,0,"NAN","NAN","2026-07-08 18:05:00","NAN","2026-07-08 18:05:00"
"2026-07-08 18:10:00",557180,0,"NAN","NAN","2026-07-08 18:10:00","NAN","2026-07-08 18:10:00"
"2026-07-08 18:15:00",557181,0,"NAN","NAN","2026-07-08 18:15:00","NAN","2026-07-08 18:15:00"
"2026-07-08 18:20:00",557182,0,"NAN","NAN","2026-07-08 18:20:00","NAN","2026-07-08 18:20:00"
"2026-07-08 18:25:00",557183,0,"NAN","NAN","2026-07-08 18:25:00","NAN","2026-07-08 18:25:00"
"2026-07-08 18:30:00",557184,0,"NAN","NAN","2026-07-08 18:30:00","NAN","2026-07-08 18:30:00"
"2026-07-08 18:35:00",557185,0,"NAN","NAN","2026-07-08 18:35:00","NAN","2026-07-08 18:35:00"
"2026-07-08 18:40:00",557186,0,"NAN","NAN","2026-07-08 18:40:00","NAN","2026-07-08 18:40:00"
"2026-07-08 18:45:00",557187,0,"NAN","NAN","2026-07-08 18:45:00","NAN","2026-07-08 18:45:00"
"2026-07-08 18:50:00",557188,0,"NAN","NAN","2026-07-08 18:50:00","NAN","2026-07-08 18:50:00"
"2026-07-08 18:55:00",557189,0,"NAN","NAN","2026-07-08 18:55:00","NAN","2026-07-08 18:55:00"
"2026-07-08 19:00:00",557190,0,"NAN","NAN","2026-07-08 19:00:00","NAN","2026-07-08 19:00:00"
"2026-07-08 19:05:00",557191,0,"NAN","NAN","2026-07-08 19:05:00","NAN","2026-07-08 19:05:00"
"2026-07-08 19:10:00",557192,0,"NAN","NAN","2026-07-08 19:10:00","NAN","2026-07-08 19:10:00"
"2026-07-08 19:15:00",557193,0,"NAN","NAN","2026-07-08 19:15:00","NAN","2026-07-08 19:15:00"
"2026-07-08 19:20:00",557194,0,"NAN","NAN","2026-07-08 19:20:00","NAN","2026-07-08 19:20:00"
"2026-07-08 19:25:00",557195,0,"NAN","NAN","2026-07-08 19:25:00","NAN","2026-07-08 19:25:00"
"2026-07-08 19:30:00",557196,0,"NAN","NAN","2026-07-08 19:30:00","NAN","2026-07-08 19:30:00"
"2026-07-08 19:35:00",557197,0,"NAN","NAN","2026-07-08 19:35:00","NAN","2026-07-08 19:35:00"
"2026-07-08 19:40:00",557198,0,"NAN","NAN","2026-07-08 19:40:00","NAN","2026-07-08 19:40:00"
"2026-07-08 19:45:00",557199,0,"NAN","NAN","2026-07-08 19:45:00","NAN","2026-07-08 19:45:00"
"2026-07-08 19:50:00",557200,0,"NAN","NAN","2026-07-08 19:50:00","NAN","2026-07-08 19:50:00"
"2026-07-08 19:55:00",557201,0,"NAN","NAN","2026-07-08 19:55:00","NAN","2026-07-08 19:55:00"
"2026-07-08 20:00:00",557202,0,"NAN","NAN","2026-07-08 20:00:00","NAN","2026-07-08 20:00:00"
"2026-07-08 20:05:00",557203,0,"NAN","NAN","2026-07-08 20:05:00","NAN","2026-07-08 20:05:00"
"2026-07-08 20:10:00",557204,0,"NAN","NAN","2026-07-08 20:10:00","NAN","2026-07-08 20:10:00"
"2026-07-08 20:15:00",557205,0,"NAN","NAN","2026-07-08 20:15:00","NAN","2026-07-08 20:15:00"
"2026-07-08 20:20:00",557206,0,"NAN","NAN","2026-07-08 20:20:00","NAN","2026-07-08 20:20:00"
"2026-07-08 20:25:00",557207,0,"NAN","NAN","2026-07-08 20:25:00","NAN","2026-07-08 20:25:00"
"2026-07-08 20:30:00",557208,0,"NAN","NAN","2026-07-08 20:30:00","NAN","2026-07-08 20:30:00"
"2026-07-08 20:35:00",557209,0,"NAN","NAN","2026-07-08 20:35:00","NAN","2026-07-08 20:35:00"
"2026-07-08 20:40:00",557210,0,"NAN","NAN","2026-07-08 20:40:00","NAN","2026-07-08 20:40:00"
"2026-07-08 20:45:00",557211,0,"NAN","NAN","2026-07-08 20:45:00","NAN","2026-07-08 20:45:00"
"2026-07-08 20:50:00",557212,0,"NAN","NAN","2026-07-08 20:50:00","NAN","2026-07-08 20:50:00"
"2026-07-08 20:55:00",557213,0,"NAN","NAN","2026-07-08 20:55:00","NAN","2026-07-08 20:55:00"
"2026-07-08 21:00:00",557214,0,"NAN","NAN","2026-07-08 21:00:00","NAN","2026-07-08 21:00:00"
"2026-07-08 21:05:00",557215,0,"NAN","NAN","2026-07-08 21:05:00","NAN","2026-07-08 21:05:00"
"2026-07-08 21:10:00",557216,0,"NAN","NAN","2026-07-08 21:10:00","NAN","2026-07-08 21:10:00"
"2026-07-08 21:15:00",557217,0,"NAN","NAN","2026-07-08 21:15:00","NAN","2026-07-08 21:15:00"
"2026-07-08 21:20:00",557218,0,"NAN","NAN","2026-07-08 21:20:00","NAN","2026-07-08 21:20:00"
"2026-07-08 21:25:00",557219,0,"NAN","NAN","2026-07-08 21:25:00","NAN","2026-07-08 21:25:00"
"2026-07-08 21:30:00",557220,0,"NAN","NAN","2026-07-08 21:30:00","NAN","2026-07-08 21:30:00"
"2026-07-08 21:35:00",557221,0,"NAN","NAN","2026-07-08 21:35:00","NAN","2026-07-08 21:35:00"
"2026-07-08 21:40:00",557222,0,"NAN","NAN","2026-07-08 21:40:00","NAN","2026-07-08 21:40:00"
"2026-07-08 21:45:00",557223,0,"NAN","NAN","2026-07-08 21:45:00","NAN","2026-07-08 21:45:00"
"2026-07-08 21:50:00",557224,0,"NAN","NAN","2026-07-08 21:50:00","NAN","2026-07-08 21:50:00"
"2026-07-08 21:55:00",557225,0,"NAN","NAN","2026-07-08 21:55:00","NAN","2026-07-08 21:55:00"
"2026-07-08 22:00:00",557226,0,"NAN","NAN","2026-07-08 22:00:00","NAN","2026-07-08 22:00:00"
"2026-07-08 22:05:00",557227,0,"NAN","NAN","2026-07-08 22:05:00","NAN","2026-07-08 22:05:00"
"2026-07-08 22:10:00",557228,0,"NAN","NAN","2026-07-08 22:10:00","NAN","2026-07-08 22:10:00"
"2026-07-08 22:15:00",557229,0,"NAN","NAN","2026-07-08 22:15:00","NAN","2026-07-08 22:15:00"
"2026-07-08 22:20:00",557230,0,"NAN","NAN","2026-07-08 22:20:00","NAN","2026-07-08 22:20:00"
"2026-07-08 22:25:00",557231,0,"NAN","NAN","2026-07-08 22:25:00","NAN","2026-07-08 22:25:00"
"2026-07-08 22:30:00",557232,0,"NAN","NAN","2026-07-08 22:30:00","NAN","2026-07-08 22:30:00"
"2026-07-08 22:35:00",557233,0,"NAN","NAN","2026-07-08 22:35:00","NAN","2026-07-08 22:35:00"
"2026-07-08 22:40:00",557234,0,"NAN","NAN","2026-07-08 22:40:00","NAN","2026-07-08 22:40:00"
"2026-07-08 22:45:00",557235,0,"NAN","NAN","2026-07-08 22:45:00","NAN","2026-07-08 22:45:00"
"2026-07-08 22:50:00",557236,0,"NAN","NAN","2026-07-08 22:50:00","NAN","2026-07-08 22:50:00"
"2026-07-08 22:55:00",557237,0,"NAN","NAN","2026-07-08 22:55:00","NAN","2026-07-08 22:55:00"
"2026-07-08 23:00:00",557238,0,"NAN","NAN","2026-07-08 23:00:00","NAN","2026-07-08 23:00:00"
"2026-07-08 23:05:00",557239,0,"NAN","NAN","2026-07-08 23:05:00","NAN","2026-07-08 23:05:00"
"2026-07-08 23:10:00",557240,0,"NAN","NAN","2026-07-08 23:10:00","NAN","2026-07-08 23:10:00"
"2026-07-08 23:15:00",557241,0,"NAN","NAN","2026-07-08 23:15:00","NAN","2026-07-08 23:15:00"
"2026-07-08 23:20:00",557242,0,"NAN","NAN","2026-07-08 23:20:00","NAN","2026-07-08 23:20:00"
"2026-07-08 23:25:00",557243,0,"NAN","NAN","2026-07-08 23:25:00","NAN","2026-07-08 23:25:00"
"2026-07-08 23:30:00",557244,0,"NAN","NAN","2026-07-08 23:30:00","NAN","2026-07-08 23:30:00"
"2026-07-08 23:35:00",557245,0,"NAN","NAN","2026-07-08 23:35:00","NAN","2026-07-08 23:35:00"
"2026-07-08 23:40:00",557246,0,"NAN","NAN","2026-07-08 23:40:00","NAN","2026-07-08 23:40:00"
"2026-07-08 23:45:00",557247,0,"NAN","NAN","2026-07-08 23:45:00","NAN","2026-07-08 23:45:00"
"2026-07-08 23:50:00",557248,0,"NAN","NAN","2026-07-08 23:50:00","NAN","2026-07-08 23:50:00"
"2026-07-08 23:55:00",557249,0,"NAN","NAN","2026-07-08 23:55:00","NAN","2026-07-08 23:55:00"
"2026-07-09 00:00:00",557250,0,"NAN","NAN","2026-07-09 00:00:00","NAN","2026-07-09 00:00:00"
"2026-07-09 00:05:00",557251,0,"NAN","NAN","2026-07-09 00:05:00","NAN","2026-07-09 00:05:00"
"2026-07-09 00:10:00",557252,0,"NAN","NAN","2026-07-09 00:10:00","NAN","2026-07-09 00:10:00"
"2026-07-09 00:15:00",557253,0,"NAN","NAN","2026-07-09 00:15:00","NAN","2026-07-09 00:15:00"
"2026-07-09 00:20:00",557254,0,"NAN","NAN","2026-07-09 00:20:00","NAN","2026-07-09 00:20:00"
"2026-07-09 00:25:00",557255,0,"NAN","NAN","2026-07-09 00:25:00","NAN","2026-07-09 00:25:00"
"2026-07-09 00:30:00",557256,0,"NAN","NAN","2026-07-09 00:30:00","NAN","2026-07-09 00:30:00"
"2026-07-09 00:35:00",557257,0,"NAN","NAN","2026-07-09 00:35:00","NAN","2026-07-09 00:35:00"
"2026-07-09 00:40:00",557258,0,"NAN","NAN","2026-07-09 00:40:00","NAN","2026-07-09 00:40:00"
"2026-07-09 00:45:00",557259,0,"NAN","NAN","2026-07-09 00:45:00","NAN","2026-07-09 00:45:00"
"2026-07-09 00:50:00",557260,0,"NAN","NAN","2026-07-09 00:50:00","NAN","2026-07-09 00:50:00"
"2026-07-09 00:55:00",557261,0,"NAN","NAN","2026-07-09 00:55:00","NAN","2026-07-09 00:55:00"
"2026-07-09 01:00:00",557262,0,"NAN","NAN","2026-07-09 01:00:00","NAN","2026-07-09 01:00:00"
"2026-07-09 01:05:00",557263,0,"NAN","NAN","2026-07-09 01:05:00","NAN","2026-07-09 01:05:00"
"2026-07-09 01:10:00",557264,0,"NAN","NAN","2026-07-09 01:10:00","NAN","2026-07-09 01:10:00"
"2026-07-09 01:15:00",557265,0,"NAN","NAN","2026-07-09 01:15:00","NAN","2026-07-09 01:15:00"
"2026-07-09 01:20:00",557266,0,"NAN","NAN","2026-07-09 01:20:00","NAN","2026-07-09 01:20:00"
"2026-07-09 01:25:00",557267,0,"NAN","NAN","2026-07-09 01:25:00","NAN","2026-07-09 01:25:00"
"2026-07-09 01:30:00",557268,0,"NAN","NAN","2026-07-09 01:30:00","NAN","2026-07-09 01:30:00"
"2026-07-09 01:35:00",557269,0,"NAN","NAN","2026-07-09 01:35:00","NAN","2026-07-09 01:35:00"
"2026-07-09 01:40:00",557270,0,"NAN","NAN","2026-07-09 01:40:00","NAN","2026-07-09 01:40:00"
"2026-07-09 01:45:00",557271,0,"NAN","NAN","2026-07-09 01:45:00","NAN","2026-07-09 01:45:00"
"2026-07-09 01:50:00",557272,0,"NAN","NAN","2026-07-09 01:50:00","NAN","2026-07-09 01:50:00"
"2026-07-09 01:55:00",557273,0,"NAN","NAN","2026-07-09 01:55:00","NAN","2026-07-09 01:55:00"
"2026-07-09 02:00:00",557274,0,"NAN","NAN","2026-07-09 02:00:00","NAN","2026-07-09 02:00:00"
"2026-07-09 02:05:00",557275,0,"NAN","NAN","2026-07-09 02:05:00","NAN","2026-07-09 02:05:00"
"2026-07-09 02:10:00",557276,0,"NAN","NAN","2026-07-09 02:10:00","NAN","2026-07-09 02:10:00"
"2026-07-09 02:15:00",557277,0,"NAN","NAN","2026-07-09 02:15:00","NAN","2026-07-09 02:15:00"
"2026-07-09 02:20:00",557278,0,"NAN","NAN","2026-07-09 02:20:00","NAN","2026-07-09 02:20:00"
"2026-07-09 02:25:00",557279,0,"NAN","NAN","2026-07-09 02:25:00","NAN","2026-07-09 02:25:00"
"2026-07-09 02:30:00",557280,0,"NAN","NAN","2026-07-09 02:30:00","NAN","2026-07-09 02:30:00"
"2026-07-09 02:35:00",557281,0,"NAN","NAN","2026-07-09 02:35:00","NAN","2026-07-09 02:35:00"
"2026-07-09 02:40:00",557282,0,"NAN","NAN","2026-07-09 02:40:00","NAN","2026-07-09 02:40:00"
"2026-07-09 02:45:00",557283,0,"NAN","NAN","2026-07-09 02:45:00","NAN","2026-07-09 02:45:00"
"2026-07-09 02:50:00",557284,0,"NAN","NAN","2026-07-09 02:50:00","NAN","2026-07-09 02:50:00"
"2026-07-09 02:55:00",557285,0,"NAN","NAN","2026-07-09 02:55:00","NAN","2026-07-09 02:55:00"
"2026-07-09 03:00:00",557286,0,"NAN","NAN","2026-07-09 03:00:00","NAN","2026-07-09 03:00:00"
"2026-07-09 03:05:00",557287,0,"NAN","NAN","2026-07-09 03:05:00","NAN","2026-07-09 03:05:00"
"2026-07-09 03:10:00",557288,0,"NAN","NAN","2026-07-09 03:10:00","NAN","2026-07-09 03:10:00"
"2026-07-09 03:15:00",557289,0,"NAN","NAN","2026-07-09 03:15:00","NAN","2026-07-09 03:15:00"
