"TOA5","24170","CR300","24170","CR300.Std.10.02","CPU:HIDRO_DIVOBRAS_V6.CR300","36164","DIVOBRAS_HR"
"TIMESTAMP","RECORD","Chuva_Tot","Nivel","Nivel_Max","Nivel_TMx","Nivel_Min","Nivel_TMn"
"TS","RN","mm","Metros","Metros","","Metros",""
"","","Tot","Smp","Max","TMx","Min","TMn"
"2026-06-24 09:00:00",43935,0,"NAN","NAN","2026-06-24 09:00:00","NAN","2026-06-24 09:00:00"
"2026-06-24 10:00:00",43936,0,"NAN","NAN","2026-06-24 10:00:00","NAN","2026-06-24 10:00:00"
"2026-06-24 11:00:00",43937,0,"NAN","NAN","2026-06-24 11:00:00","NAN","2026-06-24 11:00:00"
"2026-06-24 12:00:00",43938,0,"NAN","NAN","2026-06-24 12:00:00","NAN","2026-06-24 12:00:00"
"2026-06-24 13:00:00",43939,0,"NAN","NAN","2026-06-24 13:00:00","NAN","2026-06-24 13:00:00"
"2026-06-24 14:00:00",43940,0,"NAN","NAN","2026-06-24 14:00:00","NAN","2026-06-24 14:00:00"
"2026-06-24 15:00:00",43941,0,"NAN","NAN","2026-06-24 15:00:00","NAN","2026-06-24 15:00:00"
"2026-06-24 16:00:00",43942,0,"NAN","NAN","2026-06-24 16:00:00","NAN","2026-06-24 16:00:00"
"2026-06-24 17:00:00",43943,0,"NAN","NAN","2026-06-24 17:00:00","NAN","2026-06-24 17:00:00"
"2026-06-24 18:00:00",43944,0,"NAN","NAN","2026-06-24 18:00:00","NAN","2026-06-24 18:00:00"
"2026-06-24 19:00:00",43945,0,"NAN","NAN","2026-06-24 19:00:00","NAN","2026-06-24 19:00:00"
"2026-06-24 20:00:00",43946,0,"NAN","NAN","2026-06-24 20:00:00","NAN","2026-06-24 20:00:00"
"2026-06-24 21:00:00",43947,0,"NAN","NAN","2026-06-24 21:00:00","NAN","2026-06-24 21:00:00"
"2026-06-24 22:00:00",43948,0,"NAN","NAN","2026-06-24 22:00:00","NAN","2026-06-24 22:00:00"
"2026-06-24 23:00:00",43949,0,"NAN","NAN","2026-06-24 23:00:00","NAN","2026-06-24 23:00:00"
"2026-06-25 00:00:00",43950,0,"NAN","NAN","2026-06-25 00:00:00","NAN","2026-06-25 00:00:00"
"2026-06-25 01:00:00",43951,0,"NAN","NAN","2026-06-25 01:00:00","NAN","2026-06-25 01:00:00"
"2026-06-25 02:00:00",43952,0,"NAN","NAN","2026-06-25 02:00:00","NAN","2026-06-25 02:00:00"
"2026-06-25 03:00:00",43953,0,"NAN","NAN","2026-06-25 03:00:00","NAN","2026-06-25 03:00:00"
"2026-06-25 04:00:00",43954,0,"NAN","NAN","2026-06-25 04:00:00","NAN","2026-06-25 04:00:00"
"2026-06-25 05:00:00",43955,0,"NAN","NAN","2026-06-25 05:00:00","NAN","2026-06-25 05:00:00"
"2026-06-25 06:00:00",43956,0,"NAN","NAN","2026-06-25 06:00:00","NAN","2026-06-25 06:00:00"
"2026-06-25 07:00:00",43957,0,"NAN","NAN","2026-06-25 07:00:00","NAN","2026-06-25 07:00:00"
"2026-06-25 08:00:00",43958,0,"NAN","NAN","2026-06-25 08:00:00","NAN","2026-06-25 08:00:00"
"2026-06-25 09:00:00",43959,0,"NAN","NAN","2026-06-25 09:00:00","NAN","2026-06-25 09:00:00"
"2026-06-25 10:00:00",43960,0,"NAN","NAN","2026-06-25 10:00:00","NAN","2026-06-25 10:00:00"
"2026-06-25 11:00:00",43961,0,"NAN","NAN","2026-06-25 11:00:00","NAN","2026-06-25 11:00:00"
"2026-06-25 12:00:00",43962,0,"NAN","NAN","2026-06-25 12:00:00","NAN","2026-06-25 12:00:00"
"2026-06-25 13:00:00",43963,0,"NAN","NAN","2026-06-25 13:00:00","NAN","2026-06-25 13:00:00"
"2026-06-25 14:00:00",43964,0,"NAN","NAN","2026-06-25 14:00:00","NAN","2026-06-25 14:00:00"
"2026-06-25 15:00:00",43965,0,"NAN","NAN","2026-06-25 15:00:00","NAN","2026-06-25 15:00:00"
"2026-06-25 16:00:00",43966,0,"NAN","NAN","2026-06-25 16:00:00","NAN","2026-06-25 16:00:00"
"2026-06-25 17:00:00",43967,0,"NAN","NAN","2026-06-25 17:00:00","NAN","2026-06-25 17:00:00"
"2026-06-25 18:00:00",43968,0,"NAN","NAN","2026-06-25 18:00:00","NAN","2026-06-25 18:00:00"
"2026-06-25 19:00:00",43969,0,"NAN","NAN","2026-06-25 19:00:00","NAN","2026-06-25 19:00:00"
"2026-06-25 20:00:00",43970,0,"NAN","NAN","2026-06-25 20:00:00","NAN","2026-06-25 20:00:00"
"2026-06-25 21:00:00",43971,0,"NAN","NAN","2026-06-25 21:00:00","NAN","2026-06-25 21:00:00"
"2026-06-25 22:00:00",43972,0,"NAN","NAN","2026-06-25 22:00:00","NAN","2026-06-25 22:00:00"
"2026-06-25 23:00:00",43973,0,"NAN","NAN","2026-06-25 23:00:00","NAN","2026-06-25 23:00:00"
"2026-06-26 00:00:00",43974,0,"NAN","NAN","2026-06-26 00:00:00","NAN","2026-06-26 00:00:00"
"2026-06-26 01:00:00",43975,0,"NAN","NAN","2026-06-26 01:00:00","NAN","2026-06-26 01:00:00"
"2026-06-26 02:00:00",43976,0,"NAN","NAN","2026-06-26 02:00:00","NAN","2026-06-26 02:00:00"
"2026-06-26 03:00:00",43977,0,"NAN","NAN","2026-06-26 03:00:00","NAN","2026-06-26 03:00:00"
"2026-06-26 04:00:00",43978,0,"NAN","NAN","2026-06-26 04:00:00","NAN","2026-06-26 04:00:00"
"2026-06-26 05:00:00",43979,0,"NAN","NAN","2026-06-26 05:00:00","NAN","2026-06-26 05:00:00"
"2026-06-26 06:00:00",43980,0,"NAN","NAN","2026-06-26 06:00:00","NAN","2026-06-26 06:00:00"
"2026-06-26 07:00:00",43981,0,"NAN","NAN","2026-06-26 07:00:00","NAN","2026-06-26 07:00:00"
"2026-06-26 08:00:00",43982,0,"NAN","NAN","2026-06-26 08:00:00","NAN","2026-06-26 08:00:00"
"2026-06-26 09:00:00",43983,0,"NAN","NAN","2026-06-26 09:00:00","NAN","2026-06-26 09:00:00"
"2026-06-26 10:00:00",43984,0,"NAN","NAN","2026-06-26 10:00:00","NAN","2026-06-26 10:00:00"
"2026-06-26 11:00:00",43985,0,"NAN","NAN","2026-06-26 11:00:00","NAN","2026-06-26 11:00:00"
"2026-06-26 12:00:00",43986,0,"NAN","NAN","2026-06-26 12:00:00","NAN","2026-06-26 12:00:00"
"2026-06-26 13:00:00",43987,0,"NAN","NAN","2026-06-26 13:00:00","NAN","2026-06-26 13:00:00"
"2026-06-26 14:00:00",43988,0,"NAN","NAN","2026-06-26 14:00:00","NAN","2026-06-26 14:00:00"
"2026-06-26 15:00:00",43989,0,"NAN","NAN","2026-06-26 15:00:00","NAN","2026-06-26 15:00:00"
"2026-06-26 16:00:00",43990,0,"NAN","NAN","2026-06-26 16:00:00","NAN","2026-06-26 16:00:00"
"2026-06-26 17:00:00",43991,0,"NAN","NAN","2026-06-26 17:00:00","NAN","2026-06-26 17:00:00"
"2026-06-26 18:00:00",43992,0,"NAN","NAN","2026-06-26 18:00:00","NAN","2026-06-26 18:00:00"
"2026-06-26 19:00:00",43993,0,"NAN","NAN","2026-06-26 19:00:00","NAN","2026-06-26 19:00:00"
"2026-06-26 20:00:00",43994,0,"NAN","NAN","2026-06-26 20:00:00","NAN","2026-06-26 20:00:00"
"2026-06-26 21:00:00",43995,0,"NAN","NAN","2026-06-26 21:00:00","NAN","2026-06-26 21:00:00"
"2026-06-26 22:00:00",43996,0,"NAN","NAN","2026-06-26 22:00:00","NAN","2026-06-26 22:00:00"
"2026-06-26 23:00:00",43997,0,"NAN","NAN","2026-06-26 23:00:00","NAN","2026-06-26 23:00:00"
"2026-06-27 00:00:00",43998,0,"NAN","NAN","2026-06-27 00:00:00","NAN","2026-06-27 00:00:00"
"2026-06-27 01:00:00",43999,0,"NAN","NAN","2026-06-27 01:00:00","NAN","2026-06-27 01:00:00"
"2026-06-27 02:00:00",44000,0,"NAN","NAN","2026-06-27 02:00:00","NAN","2026-06-27 02:00:00"
"2026-06-27 03:00:00",44001,0,"NAN","NAN","2026-06-27 03:00:00","NAN","2026-06-27 03:00:00"
"2026-06-27 04:00:00",44002,0,"NAN","NAN","2026-06-27 04:00:00","NAN","2026-06-27 04:00:00"
"2026-06-27 05:00:00",44003,0,"NAN","NAN","2026-06-27 05:00:00","NAN","2026-06-27 05:00:00"
"2026-06-27 06:00:00",44004,0,"NAN","NAN","2026-06-27 06:00:00","NAN","2026-06-27 06:00:00"
"2026-06-27 07:00:00",44005,0,"NAN","NAN","2026-06-27 07:00:00","NAN","2026-06-27 07:00:00"
"2026-06-27 08:00:00",44006,0,"NAN","NAN","2026-06-27 08:00:00","NAN","2026-06-27 08:00:00"
"2026-06-27 09:00:00",44007,0,"NAN","NAN","2026-06-27 09:00:00","NAN","2026-06-27 09:00:00"
"2026-06-27 10:00:00",44008,0,"NAN","NAN","2026-06-27 10:00:00","NAN","2026-06-27 10:00:00"
"2026-06-27 11:00:00",44009,0,"NAN","NAN","2026-06-27 11:00:00","NAN","2026-06-27 11:00:00"
"2026-06-27 12:00:00",44010,0,"NAN","NAN","2026-06-27 12:00:00","NAN","2026-06-27 12:00:00"
"2026-06-27 13:00:00",44011,0,"NAN","NAN","2026-06-27 13:00:00","NAN","2026-06-27 13:00:00"
"2026-06-27 14:00:00",44012,0,"NAN","NAN","2026-06-27 14:00:00","NAN","2026-06-27 14:00:00"
"2026-06-27 15:00:00",44013,0,"NAN","NAN","2026-06-27 15:00:00","NAN","2026-06-27 15:00:00"
"2026-06-27 16:00:00",44014,0,"NAN","NAN","2026-06-27 16:00:00","NAN","2026-06-27 16:00:00"
"2026-06-27 17:00:00",44015,0,"NAN","NAN","2026-06-27 17:00:00","NAN","2026-06-27 17:00:00"
"2026-06-27 18:00:00",44016,0,"NAN","NAN","2026-06-27 18:00:00","NAN","2026-06-27 18:00:00"
"2026-06-27 19:00:00",44017,0,"NAN","NAN","2026-06-27 19:00:00","NAN","2026-06-27 19:00:00"
"2026-06-27 20:00:00",44018,0,"NAN","NAN","2026-06-27 20:00:00","NAN","2026-06-27 20:00:00"
"2026-06-27 21:00:00",44019,0,"NAN","NAN","2026-06-27 21:00:00","NAN","2026-06-27 21:00:00"
"2026-06-27 22:00:00",44020,0,"NAN","NAN","2026-06-27 22:00:00","NAN","2026-06-27 22:00:00"
"2026-06-27 23:00:00",44021,0,"NAN","NAN","2026-06-27 23:00:00","NAN","2026-06-27 23:00:00"
"2026-06-28 00:00:00",44022,0,"NAN","NAN","2026-06-28 00:00:00","NAN","2026-06-28 00:00:00"
"2026-06-28 01:00:00",44023,0,"NAN","NAN","2026-06-28 01:00:00","NAN","2026-06-28 01:00:00"
"2026-06-28 02:00:00",44024,1.524,"NAN","NAN","2026-06-28 02:00:00","NAN","2026-06-28 02:00:00"
"2026-06-28 03:00:00",44025,0,"NAN","NAN","2026-06-28 03:00:00","NAN","2026-06-28 03:00:00"
"2026-06-28 04:00:00",44026,0,"NAN","NAN","2026-06-28 04:00:00","NAN","2026-06-28 04:00:00"
"2026-06-28 05:00:00",44027,0.762,"NAN","NAN","2026-06-28 05:00:00","NAN","2026-06-28 05:00:00"
"2026-06-28 06:00:00",44028,0,"NAN","NAN","2026-06-28 06:00:00","NAN","2026-06-28 06:00:00"
"2026-06-28 07:00:00",44029,0.254,"NAN","NAN","2026-06-28 07:00:00","NAN","2026-06-28 07:00:00"
"2026-06-28 08:00:00",44030,0,"NAN","NAN","2026-06-28 08:00:00","NAN","2026-06-28 08:00:00"
"2026-06-28 09:00:00",44031,0,"NAN","NAN","2026-06-28 09:00:00","NAN","2026-06-28 09:00:00"
"2026-06-28 10:00:00",44032,0,"NAN","NAN","2026-06-28 10:00:00","NAN","2026-06-28 10:00:00"
"2026-06-28 11:00:00",44033,0,"NAN","NAN","2026-06-28 11:00:00","NAN","2026-06-28 11:00:00"
"2026-06-28 12:00:00",44034,0,"NAN","NAN","2026-06-28 12:00:00","NAN","2026-06-28 12:00:00"
"2026-06-28 13:00:00",44035,0,"NAN","NAN","2026-06-28 13:00:00","NAN","2026-06-28 13:00:00"
"2026-06-28 14:00:00",44036,0,"NAN","NAN","2026-06-28 14:00:00","NAN","2026-06-28 14:00:00"
"2026-06-28 15:00:00",44037,0,"NAN","NAN","2026-06-28 15:00:00","NAN","2026-06-28 15:00:00"
"2026-06-28 16:00:00",44038,0,"NAN","NAN","2026-06-28 16:00:00","NAN","2026-06-28 16:00:00"
"2026-06-28 17:00:00",44039,0,"NAN","NAN","2026-06-28 17:00:00","NAN","2026-06-28 17:00:00"
"2026-06-28 18:00:00",44040,0,"NAN","NAN","2026-06-28 18:00:00","NAN","2026-06-28 18:00:00"
"2026-06-28 19:00:00",44041,0,"NAN","NAN","2026-06-28 19:00:00","NAN","2026-06-28 19:00:00"
"2026-06-28 20:00:00",44042,0,"NAN","NAN","2026-06-28 20:00:00","NAN","2026-06-28 20:00:00"
"2026-06-28 21:00:00",44043,2.032,"NAN","NAN","2026-06-28 21:00:00","NAN","2026-06-28 21:00:00"
"2026-06-28 22:00:00",44044,0,"NAN","NAN","2026-06-28 22:00:00","NAN","2026-06-28 22:00:00"
"2026-06-28 23:00:00",44045,0,"NAN","NAN","2026-06-28 23:00:00","NAN","2026-06-28 23:00:00"
"2026-06-29 00:00:00",44046,0,"NAN","NAN","2026-06-29 00:00:00","NAN","2026-06-29 00:00:00"
"2026-06-29 01:00:00",44047,1.27,"NAN","NAN","2026-06-29 01:00:00","NAN","2026-06-29 01:00:00"
"2026-06-29 02:00:00",44048,1.778,"NAN","NAN","2026-06-29 02:00:00","NAN","2026-06-29 02:00:00"
"2026-06-29 03:00:00",44049,0.254,"NAN","NAN","2026-06-29 03:00:00","NAN","2026-06-29 03:00:00"
"2026-06-29 04:00:00",44050,1.27,"NAN","NAN","2026-06-29 04:00:00","NAN","2026-06-29 04:00:00"
"2026-06-29 05:00:00",44051,3.048,"NAN","NAN","2026-06-29 05:00:00","NAN","2026-06-29 05:00:00"
"2026-06-29 06:00:00",44052,4.318,"NAN","NAN","2026-06-29 06:00:00","NAN","2026-06-29 06:00:00"
"2026-06-29 07:00:00",44053,0.254,"NAN","NAN","2026-06-29 07:00:00","NAN","2026-06-29 07:00:00"
"2026-06-29 08:00:00",44054,0.254,"NAN","NAN","2026-06-29 08:00:00","NAN","2026-06-29 08:00:00"
"2026-06-29 09:00:00",44055,1.524,"NAN","NAN","2026-06-29 09:00:00","NAN","2026-06-29 09:00:00"
"2026-06-29 10:00:00",44056,2.794,"NAN","NAN","2026-06-29 10:00:00","NAN","2026-06-29 10:00:00"
"2026-06-29 11:00:00",44057,2.286,"NAN","NAN","2026-06-29 11:00:00","NAN","2026-06-29 11:00:00"
"2026-06-29 12:00:00",44058,0.508,"NAN","NAN","2026-06-29 12:00:00","NAN","2026-06-29 12:00:00"
"2026-06-29 13:00:00",44059,0,"NAN","NAN","2026-06-29 13:00:00","NAN","2026-06-29 13:00:00"
"2026-06-29 14:00:00",44060,0,"NAN","NAN","2026-06-29 14:00:00","NAN","2026-06-29 14:00:00"
"2026-06-29 15:00:00",44061,0.254,"NAN","NAN","2026-06-29 15:00:00","NAN","2026-06-29 15:00:00"
"2026-06-29 16:00:00",44062,0,"NAN","NAN","2026-06-29 16:00:00","NAN","2026-06-29 16:00:00"
"2026-06-29 17:00:00",44063,0,"NAN","NAN","2026-06-29 17:00:00","NAN","2026-06-29 17:00:00"
"2026-06-29 18:00:00",44064,0.508,"NAN","NAN","2026-06-29 18:00:00","NAN","2026-06-29 18:00:00"
"2026-06-29 19:00:00",44065,1.27,"NAN","NAN","2026-06-29 19:00:00","NAN","2026-06-29 19:00:00"
"2026-06-29 20:00:00",44066,1.524,"NAN","NAN","2026-06-29 20:00:00","NAN","2026-06-29 20:00:00"
"2026-06-29 21:00:00",44067,0.762,"NAN","NAN","2026-06-29 21:00:00","NAN","2026-06-29 21:00:00"
"2026-06-29 22:00:00",44068,0.254,"NAN","NAN","2026-06-29 22:00:00","NAN","2026-06-29 22:00:00"
"2026-06-29 23:00:00",44069,5.588,"NAN","NAN","2026-06-29 23:00:00","NAN","2026-06-29 23:00:00"
"2026-06-30 00:00:00",44070,4.826,"NAN","NAN","2026-06-30 00:00:00","NAN","2026-06-30 00:00:00"
"2026-06-30 01:00:00",44071,4.826,"NAN","NAN","2026-06-30 01:00:00","NAN","2026-06-30 01:00:00"
"2026-06-30 02:00:00",44072,9.4,"NAN","NAN","2026-06-30 02:00:00","NAN","2026-06-30 02:00:00"
"2026-06-30 03:00:00",44073,0.254,"NAN","NAN","2026-06-30 03:00:00","NAN","2026-06-30 03:00:00"
"2026-06-30 04:00:00",44074,0.254,"NAN","NAN","2026-06-30 04:00:00","NAN","2026-06-30 04:00:00"
"2026-06-30 05:00:00",44075,0.254,"NAN","NAN","2026-06-30 05:00:00","NAN","2026-06-30 05:00:00"
"2026-06-30 06:00:00",44076,0,"NAN","NAN","2026-06-30 06:00:00","NAN","2026-06-30 06:00:00"
"2026-06-30 07:00:00",44077,0.254,"NAN","NAN","2026-06-30 07:00:00","NAN","2026-06-30 07:00:00"
"2026-06-30 08:00:00",44078,0,"NAN","NAN","2026-06-30 08:00:00","NAN","2026-06-30 08:00:00"
"2026-06-30 09:00:00",44079,0,"NAN","NAN","2026-06-30 09:00:00","NAN","2026-06-30 09:00:00"
"2026-06-30 10:00:00",44080,0,"NAN","NAN","2026-06-30 10:00:00","NAN","2026-06-30 10:00:00"
"2026-06-30 11:00:00",44081,0,"NAN","NAN","2026-06-30 11:00:00","NAN","2026-06-30 11:00:00"
"2026-06-30 12:00:00",44082,0,"NAN","NAN","2026-06-30 12:00:00","NAN","2026-06-30 12:00:00"
"2026-06-30 13:00:00",44083,0,"NAN","NAN","2026-06-30 13:00:00","NAN","2026-06-30 13:00:00"
"2026-06-30 14:00:00",44084,0,"NAN","NAN","2026-06-30 14:00:00","NAN","2026-06-30 14:00:00"
"2026-06-30 15:00:00",44085,0,"NAN","NAN","2026-06-30 15:00:00","NAN","2026-06-30 15:00:00"
"2026-06-30 16:00:00",44086,0,"NAN","NAN","2026-06-30 16:00:00","NAN","2026-06-30 16:00:00"
"2026-06-30 17:00:00",44087,0,"NAN","NAN","2026-06-30 17:00:00","NAN","2026-06-30 17:00:00"
"2026-06-30 18:00:00",44088,0,"NAN","NAN","2026-06-30 18:00:00","NAN","2026-06-30 18:00:00"
"2026-06-30 19:00:00",44089,0.254,"NAN","NAN","2026-06-30 19:00:00","NAN","2026-06-30 19:00:00"
"2026-06-30 20:00:00",44090,0,"NAN","NAN","2026-06-30 20:00:00","NAN","2026-06-30 20:00:00"
"2026-06-30 21:00:00",44091,0,"NAN","NAN","2026-06-30 21:00:00","NAN","2026-06-30 21:00:00"
"2026-06-30 22:00:00",44092,0,"NAN","NAN","2026-06-30 22:00:00","NAN","2026-06-30 22:00:00"
"2026-06-30 23:00:00",44093,0,"NAN","NAN","2026-06-30 23:00:00","NAN","2026-06-30 23:00:00"
"2026-07-01 00:00:00",44094,0,"NAN","NAN","2026-07-01 00:00:00","NAN","2026-07-01 00:00:00"
"2026-07-01 01:00:00",44095,0,"NAN","NAN","2026-07-01 01:00:00","NAN","2026-07-01 01:00:00"
"2026-07-01 02:00:00",44096,0,"NAN","NAN","2026-07-01 02:00:00","NAN","2026-07-01 02:00:00"
"2026-07-01 03:00:00",44097,0,"NAN","NAN","2026-07-01 03:00:00","NAN","2026-07-01 03:00:00"
"2026-07-01 04:00:00",44098,0,"NAN","NAN","2026-07-01 04:00:00","NAN","2026-07-01 04:00:00"
"2026-07-01 05:00:00",44099,0,"NAN","NAN","2026-07-01 05:00:00","NAN","2026-07-01 05:00:00"
"2026-07-01 06:00:00",44100,0,"NAN","NAN","2026-07-01 06:00:00","NAN","2026-07-01 06:00:00"
"2026-07-01 07:00:00",44101,0,"NAN","NAN","2026-07-01 07:00:00","NAN","2026-07-01 07:00:00"
"2026-07-01 08:00:00",44102,0,"NAN","NAN","2026-07-01 08:00:00","NAN","2026-07-01 08:00:00"
"2026-07-01 09:00:00",44103,0,"NAN","NAN","2026-07-01 09:00:00","NAN","2026-07-01 09:00:00"
"2026-07-01 10:00:00",44104,0,"NAN","NAN","2026-07-01 10:00:00","NAN","2026-07-01 10:00:00"
"2026-07-01 11:00:00",44105,0,"NAN","NAN","2026-07-01 11:00:00","NAN","2026-07-01 11:00:00"
"2026-07-01 12:00:00",44106,0,"NAN","NAN","2026-07-01 12:00:00","NAN","2026-07-01 12:00:00"
"2026-07-01 13:00:00",44107,0,"NAN","NAN","2026-07-01 13:00:00","NAN","2026-07-01 13:00:00"
"2026-07-01 14:00:00",44108,0,"NAN","NAN","2026-07-01 14:00:00","NAN","2026-07-01 14:00:00"
"2026-07-01 15:00:00",44109,0,"NAN","NAN","2026-07-01 15:00:00","NAN","2026-07-01 15:00:00"
"2026-07-01 16:00:00",44110,0,"NAN","NAN","2026-07-01 16:00:00","NAN","2026-07-01 16:00:00"
"2026-07-01 17:00:00",44111,0,"NAN","NAN","2026-07-01 17:00:00","NAN","2026-07-01 17:00:00"
"2026-07-01 18:00:00",44112,0,"NAN","NAN","2026-07-01 18:00:00","NAN","2026-07-01 18:00:00"
"2026-07-01 19:00:00",44113,0,"NAN","NAN","2026-07-01 19:00:00","NAN","2026-07-01 19:00:00"
"2026-07-01 20:00:00",44114,0,"NAN","NAN","2026-07-01 20:00:00","NAN","2026-07-01 20:00:00"
"2026-07-01 21:00:00",44115,0,"NAN","NAN","2026-07-01 21:00:00","NAN","2026-07-01 21:00:00"
"2026-07-01 22:00:00",44116,0,"NAN","NAN","2026-07-01 22:00:00","NAN","2026-07-01 22:00:00"
"2026-07-01 23:00:00",44117,0,"NAN","NAN","2026-07-01 23:00:00","NAN","2026-07-01 23:00:00"
"2026-07-02 00:00:00",44118,0.254,"NAN","NAN","2026-07-02 00:00:00","NAN","2026-07-02 00:00:00"
"2026-07-02 01:00:00",44119,0.254,"NAN","NAN","2026-07-02 01:00:00","NAN","2026-07-02 01:00:00"
"2026-07-02 02:00:00",44120,0.254,"NAN","NAN","2026-07-02 02:00:00","NAN","2026-07-02 02:00:00"
"2026-07-02 03:00:00",44121,0,"NAN","NAN","2026-07-02 03:00:00","NAN","2026-07-02 03:00:00"
"2026-07-02 04:00:00",44122,0,"NAN","NAN","2026-07-02 04:00:00","NAN","2026-07-02 04:00:00"
"2026-07-02 05:00:00",44123,0,"NAN","NAN","2026-07-02 05:00:00","NAN","2026-07-02 05:00:00"
"2026-07-02 06:00:00",44124,0,"NAN","NAN","2026-07-02 06:00:00","NAN","2026-07-02 06:00:00"
"2026-07-02 07:00:00",44125,0,"NAN","NAN","2026-07-02 07:00:00","NAN","2026-07-02 07:00:00"
"2026-07-02 08:00:00",44126,0,"NAN","NAN","2026-07-02 08:00:00","NAN","2026-07-02 08:00:00"
"2026-07-02 09:00:00",44127,0,"NAN","NAN","2026-07-02 09:00:00","NAN","2026-07-02 09:00:00"
"2026-07-02 10:00:00",44128,0,"NAN","NAN","2026-07-02 10:00:00","NAN","2026-07-02 10:00:00"
"2026-07-02 11:00:00",44129,0,"NAN","NAN","2026-07-02 11:00:00","NAN","2026-07-02 11:00:00"
"2026-07-02 12:00:00",44130,0,"NAN","NAN","2026-07-02 12:00:00","NAN","2026-07-02 12:00:00"
"2026-07-02 13:00:00",44131,0,"NAN","NAN","2026-07-02 13:00:00","NAN","2026-07-02 13:00:00"
"2026-07-02 14:00:00",44132,0,"NAN","NAN","2026-07-02 14:00:00","NAN","2026-07-02 14:00:00"
"2026-07-02 15:00:00",44133,0,"NAN","NAN","2026-07-02 15:00:00","NAN","2026-07-02 15:00:00"
"2026-07-02 16:00:00",44134,0,"NAN","NAN","2026-07-02 16:00:00","NAN","2026-07-02 16:00:00"
"2026-07-02 17:00:00",44135,0,"NAN","NAN","2026-07-02 17:00:00","NAN","2026-07-02 17:00:00"
"2026-07-02 18:00:00",44136,0,"NAN","NAN","2026-07-02 18:00:00","NAN","2026-07-02 18:00:00"
"2026-07-02 19:00:00",44137,0,"NAN","NAN","2026-07-02 19:00:00","NAN","2026-07-02 19:00:00"
"2026-07-02 20:00:00",44138,0,"NAN","NAN","2026-07-02 20:00:00","NAN","2026-07-02 20:00:00"
"2026-07-02 21:00:00",44139,0,"NAN","NAN","2026-07-02 21:00:00","NAN","2026-07-02 21:00:00"
"2026-07-02 22:00:00",44140,0,"NAN","NAN","2026-07-02 22:00:00","NAN","2026-07-02 22:00:00"
"2026-07-02 23:00:00",44141,0,"NAN","NAN","2026-07-02 23:00:00","NAN","2026-07-02 23:00:00"
"2026-07-03 00:00:00",44142,0,"NAN","NAN","2026-07-03 00:00:00","NAN","2026-07-03 00:00:00"
"2026-07-03 01:00:00",44143,0,"NAN","NAN","2026-07-03 01:00:00","NAN","2026-07-03 01:00:00"
"2026-07-03 02:00:00",44144,0,"NAN","NAN","2026-07-03 02:00:00","NAN","2026-07-03 02:00:00"
"2026-07-03 03:00:00",44145,0.254,"NAN","NAN","2026-07-03 03:00:00","NAN","2026-07-03 03:00:00"
"2026-07-03 04:00:00",44146,0.254,"NAN","NAN","2026-07-03 04:00:00","NAN","2026-07-03 04:00:00"
"2026-07-03 05:00:00",44147,0,"NAN","NAN","2026-07-03 05:00:00","NAN","2026-07-03 05:00:00"
"2026-07-03 06:00:00",44148,0,"NAN","NAN","2026-07-03 06:00:00","NAN","2026-07-03 06:00:00"
"2026-07-03 07:00:00",44149,0,"NAN","NAN","2026-07-03 07:00:00","NAN","2026-07-03 07:00:00"
"2026-07-03 08:00:00",44150,0.254,"NAN","NAN","2026-07-03 08:00:00","NAN","2026-07-03 08:00:00"
"2026-07-03 09:00:00",44151,0.762,"NAN","NAN","2026-07-03 09:00:00","NAN","2026-07-03 09:00:00"
"2026-07-03 10:00:00",44152,0.508,"NAN","NAN","2026-07-03 10:00:00","NAN","2026-07-03 10:00:00"
"2026-07-03 11:00:00",44153,0.762,"NAN","NAN","2026-07-03 11:00:00","NAN","2026-07-03 11:00:00"
"2026-07-03 12:00:00",44154,0.508,"NAN","NAN","2026-07-03 12:00:00","NAN","2026-07-03 12:00:00"
"2026-07-03 13:00:00",44155,0.254,"NAN","NAN","2026-07-03 13:00:00","NAN","2026-07-03 13:00:00"
"2026-07-03 14:00:00",44156,0.254,"NAN","NAN","2026-07-03 14:00:00","NAN","2026-07-03 14:00:00"
"2026-07-03 15:00:00",44157,0.254,"NAN","NAN","2026-07-03 15:00:00","NAN","2026-07-03 15:00:00"
"2026-07-03 16:00:00",44158,0,"NAN","NAN","2026-07-03 16:00:00","NAN","2026-07-03 16:00:00"
"2026-07-03 17:00:00",44159,0.254,"NAN","NAN","2026-07-03 17:00:00","NAN","2026-07-03 17:00:00"
"2026-07-03 18:00:00",44160,0.254,"NAN","NAN","2026-07-03 18:00:00","NAN","2026-07-03 18:00:00"
"2026-07-03 19:00:00",44161,0,"NAN","NAN","2026-07-03 19:00:00","NAN","2026-07-03 19:00:00"
"2026-07-03 20:00:00",44162,0,"NAN","NAN","2026-07-03 20:00:00","NAN","2026-07-03 20:00:00"
"2026-07-03 21:00:00",44163,0,"NAN","NAN","2026-07-03 21:00:00","NAN","2026-07-03 21:00:00"
"2026-07-03 22:00:00",44164,0.254,"NAN","NAN","2026-07-03 22:00:00","NAN","2026-07-03 22:00:00"
"2026-07-03 23:00:00",44165,0.254,"NAN","NAN","2026-07-03 23:00:00","NAN","2026-07-03 23:00:00"
"2026-07-04 00:00:00",44166,0,"NAN","NAN","2026-07-04 00:00:00","NAN","2026-07-04 00:00:00"
